IP,Log_Line
127.0.0.1,2025-06-20T03:08:41.433157-04:00 kali sshd-session[3966]: Failed password for root from 127.0.0.1 port 58536 ssh2
127.0.0.1,2025-06-20T03:08:41.784458-04:00 kali sshd-session[3976]: Failed password for root from 127.0.0.1 port 58560 ssh2
127.0.0.1,2025-06-20T03:08:41.825988-04:00 kali sshd-session[3972]: Failed password for root from 127.0.0.1 port 58540 ssh2
127.0.0.1,2025-06-20T03:08:42.180639-04:00 kali sshd-session[3985]: Failed password for root from 127.0.0.1 port 58626 ssh2
127.0.0.1,2025-06-20T03:08:42.195350-04:00 kali sshd-session[3977]: Failed password for root from 127.0.0.1 port 58574 ssh2
127.0.0.1,2025-06-20T03:08:42.338862-04:00 kali sshd-session[3974]: Failed password for root from 127.0.0.1 port 58550 ssh2
127.0.0.1,2025-06-20T03:08:42.551005-04:00 kali sshd-session[3982]: Failed password for root from 127.0.0.1 port 58618 ssh2
127.0.0.1,2025-06-20T03:08:42.716152-04:00 kali sshd-session[3988]: Failed password for root from 127.0.0.1 port 58614 ssh2
127.0.0.1,2025-06-20T03:08:42.827850-04:00 kali sshd-session[3993]: Failed password for root from 127.0.0.1 port 58662 ssh2
127.0.0.1,2025-06-20T03:08:42.837905-04:00 kali sshd-session[3973]: Failed password for root from 127.0.0.1 port 58520 ssh2
127.0.0.1,2025-06-20T03:08:43.530372-04:00 kali sshd-session[3966]: Failed password for root from 127.0.0.1 port 58536 ssh2
127.0.0.1,2025-06-20T03:08:43.619890-04:00 kali sshd-session[3970]: Failed password for root from 127.0.0.1 port 58546 ssh2
127.0.0.1,2025-06-20T03:08:43.682794-04:00 kali sshd-session[3981]: Failed password for root from 127.0.0.1 port 58604 ssh2
127.0.0.1,2025-06-20T03:08:44.058543-04:00 kali sshd-session[3976]: Failed password for root from 127.0.0.1 port 58560 ssh2
127.0.0.1,2025-06-20T03:08:44.175457-04:00 kali sshd-session[3977]: Failed password for root from 127.0.0.1 port 58574 ssh2
127.0.0.1,2025-06-20T03:08:44.436961-04:00 kali sshd-session[3986]: Failed password for root from 127.0.0.1 port 58648 ssh2
127.0.0.1,2025-06-20T03:08:44.483662-04:00 kali sshd-session[3985]: Failed password for root from 127.0.0.1 port 58626 ssh2
127.0.0.1,2025-06-20T03:08:44.523143-04:00 kali sshd-session[3979]: Failed password for root from 127.0.0.1 port 58588 ssh2
127.0.0.1,2025-06-20T03:08:44.671317-04:00 kali sshd-session[3982]: Failed password for root from 127.0.0.1 port 58618 ssh2
127.0.0.1,2025-06-20T03:08:44.768968-04:00 kali sshd-session[3994]: Failed password for root from 127.0.0.1 port 58676 ssh2
127.0.0.1,2025-06-20T03:08:45.347435-04:00 kali sshd-session[3972]: Failed password for root from 127.0.0.1 port 58540 ssh2
127.0.0.1,2025-06-20T03:08:45.395245-04:00 kali sshd-session[3974]: Failed password for root from 127.0.0.1 port 58550 ssh2
127.0.0.1,2025-06-20T03:08:45.558475-04:00 kali sshd-session[3993]: Failed password for root from 127.0.0.1 port 58662 ssh2
127.0.0.1,2025-06-20T03:08:45.825761-04:00 kali sshd-session[3973]: Failed password for root from 127.0.0.1 port 58520 ssh2
127.0.0.1,2025-06-20T03:08:45.870983-04:00 kali sshd-session[3988]: Failed password for root from 127.0.0.1 port 58614 ssh2
127.0.0.1,2025-06-20T03:08:46.116077-04:00 kali sshd-session[3970]: Failed password for root from 127.0.0.1 port 58546 ssh2
127.0.0.1,2025-06-20T03:08:46.187674-04:00 kali sshd-session[3966]: Failed password for root from 127.0.0.1 port 58536 ssh2
127.0.0.1,2025-06-20T03:08:46.634340-04:00 kali sshd-session[3981]: Failed password for root from 127.0.0.1 port 58604 ssh2
127.0.0.1,2025-06-20T03:08:46.669367-04:00 kali sshd-session[3977]: Failed password for root from 127.0.0.1 port 58574 ssh2
127.0.0.1,2025-06-20T03:08:46.769510-04:00 kali sshd-session[3979]: Failed password for root from 127.0.0.1 port 58588 ssh2
127.0.0.1,2025-06-20T03:08:46.878865-04:00 kali sshd-session[3976]: Failed password for root from 127.0.0.1 port 58560 ssh2
127.0.0.1,2025-06-20T03:08:47.075316-04:00 kali sshd-session[3993]: Failed password for root from 127.0.0.1 port 58662 ssh2
127.0.0.1,2025-06-20T03:08:47.139089-04:00 kali sshd-session[3986]: Failed password for root from 127.0.0.1 port 58648 ssh2
127.0.0.1,2025-06-20T03:08:47.210918-04:00 kali sshd-session[3985]: Failed password for root from 127.0.0.1 port 58626 ssh2
127.0.0.1,2025-06-20T03:08:47.427392-04:00 kali sshd-session[3982]: Failed password for root from 127.0.0.1 port 58618 ssh2
127.0.0.1,2025-06-20T03:08:47.753884-04:00 kali sshd-session[3974]: Failed password for root from 127.0.0.1 port 58550 ssh2
127.0.0.1,2025-06-20T03:08:47.782684-04:00 kali sshd-session[3994]: Failed password for root from 127.0.0.1 port 58676 ssh2
127.0.0.1,2025-06-20T03:08:48.296252-04:00 kali sshd-session[3972]: Failed password for root from 127.0.0.1 port 58540 ssh2
127.0.0.1,2025-06-20T03:08:48.928137-04:00 kali sshd-session[3981]: Failed password for root from 127.0.0.1 port 58604 ssh2
127.0.0.1,2025-06-20T03:08:49.107318-04:00 kali sshd-session[3970]: Failed password for root from 127.0.0.1 port 58546 ssh2
127.0.0.1,2025-06-20T03:08:49.323415-04:00 kali sshd-session[3979]: Failed password for root from 127.0.0.1 port 58588 ssh2
127.0.0.1,2025-06-20T03:08:49.379565-04:00 kali sshd-session[3976]: Failed password for root from 127.0.0.1 port 58560 ssh2
127.0.0.1,2025-06-20T03:08:49.448656-04:00 kali sshd-session[3977]: Failed password for root from 127.0.0.1 port 58574 ssh2
127.0.0.1,2025-06-20T03:08:49.584437-04:00 kali sshd-session[3966]: Failed password for root from 127.0.0.1 port 58536 ssh2
127.0.0.1,2025-06-20T03:08:49.638627-04:00 kali sshd-session[3988]: Failed password for root from 127.0.0.1 port 58614 ssh2
127.0.0.1,2025-06-20T03:08:49.981515-04:00 kali sshd-session[3993]: Failed password for root from 127.0.0.1 port 58662 ssh2
127.0.0.1,2025-06-20T03:08:50.315889-04:00 kali sshd-session[3994]: Failed password for root from 127.0.0.1 port 58676 ssh2
127.0.0.1,2025-06-20T03:08:50.354822-04:00 kali sshd-session[3973]: Failed password for root from 127.0.0.1 port 58520 ssh2
127.0.0.1,2025-06-20T03:08:50.542552-04:00 kali sshd-session[3972]: Failed password for root from 127.0.0.1 port 58540 ssh2
127.0.0.1,2025-06-20T03:08:51.549091-04:00 kali sshd-session[4243]: Failed password for root from 127.0.0.1 port 51472 ssh2
127.0.0.1,2025-06-20T03:08:51.550662-04:00 kali sshd-session[3986]: Failed password for root from 127.0.0.1 port 58648 ssh2
127.0.0.1,2025-06-20T03:08:51.653521-04:00 kali sshd-session[3981]: Failed password for root from 127.0.0.1 port 58604 ssh2
127.0.0.1,2025-06-20T03:08:51.917832-04:00 kali sshd-session[3976]: Failed password for root from 127.0.0.1 port 58560 ssh2
127.0.0.1,2025-06-20T03:08:52.046862-04:00 kali sshd-session[3979]: Failed password for root from 127.0.0.1 port 58588 ssh2
127.0.0.1,2025-06-20T03:08:52.354476-04:00 kali sshd-session[3988]: Failed password for root from 127.0.0.1 port 58614 ssh2
127.0.0.1,2025-06-20T03:08:52.507991-04:00 kali sshd-session[4257]: Failed password for root from 127.0.0.1 port 51510 ssh2
127.0.0.1,2025-06-20T03:08:52.565183-04:00 kali sshd-session[3985]: Failed password for root from 127.0.0.1 port 58626 ssh2
127.0.0.1,2025-06-20T03:08:52.595677-04:00 kali sshd-session[4255]: Failed password for root from 127.0.0.1 port 51494 ssh2
127.0.0.1,2025-06-20T03:08:52.854607-04:00 kali sshd-session[4251]: Failed password for root from 127.0.0.1 port 51482 ssh2
127.0.0.1,2025-06-20T03:08:52.991938-04:00 kali sshd-session[3970]: Failed password for root from 127.0.0.1 port 58546 ssh2
127.0.0.1,2025-06-20T03:08:53.746390-04:00 kali sshd-session[4243]: Failed password for root from 127.0.0.1 port 51472 ssh2
127.0.0.1,2025-06-20T03:08:54.010994-04:00 kali sshd-session[3986]: Failed password for root from 127.0.0.1 port 58648 ssh2
127.0.0.1,2025-06-20T03:08:54.371777-04:00 kali sshd-session[3994]: Failed password for root from 127.0.0.1 port 58676 ssh2
127.0.0.1,2025-06-20T03:08:54.845422-04:00 kali sshd-session[4255]: Failed password for root from 127.0.0.1 port 51494 ssh2
127.0.0.1,2025-06-20T03:08:55.310133-04:00 kali sshd-session[4257]: Failed password for root from 127.0.0.1 port 51510 ssh2
127.0.0.1,2025-06-20T03:08:56.288077-04:00 kali sshd-session[3979]: Failed password for root from 127.0.0.1 port 58588 ssh2
127.0.0.1,2025-06-20T03:08:56.459114-04:00 kali sshd-session[4243]: Failed password for root from 127.0.0.1 port 51472 ssh2
127.0.0.1,2025-06-20T03:08:56.606797-04:00 kali sshd-session[3986]: Failed password for root from 127.0.0.1 port 58648 ssh2
127.0.0.1,2025-06-20T03:08:56.893822-04:00 kali sshd-session[4255]: Failed password for root from 127.0.0.1 port 51494 ssh2
127.0.0.1,2025-06-20T03:08:57.493065-04:00 kali sshd-session[4251]: Failed password for root from 127.0.0.1 port 51482 ssh2
127.0.0.1,2025-06-20T03:08:58.603431-04:00 kali sshd-session[4243]: Failed password for root from 127.0.0.1 port 51472 ssh2
127.0.0.1,2025-06-20T03:08:59.117636-04:00 kali sshd-session[4255]: Failed password for root from 127.0.0.1 port 51494 ssh2
127.0.0.1,2025-06-20T03:08:59.910704-04:00 kali sshd-session[4257]: Failed password for root from 127.0.0.1 port 51510 ssh2
127.0.0.1,2025-06-20T03:09:00.894693-04:00 kali sshd-session[4251]: Failed password for root from 127.0.0.1 port 51482 ssh2
127.0.0.1,2025-06-20T03:09:01.407755-04:00 kali sshd-session[4243]: Failed password for root from 127.0.0.1 port 51472 ssh2
127.0.0.1,2025-06-20T03:09:02.280774-04:00 kali sshd-session[4255]: Failed password for root from 127.0.0.1 port 51494 ssh2
127.0.0.1,2025-06-20T03:09:03.730586-04:00 kali sshd-session[4257]: Failed password for root from 127.0.0.1 port 51510 ssh2
127.0.0.1,2025-06-20T03:09:03.908717-04:00 kali sshd-session[4243]: Failed password for root from 127.0.0.1 port 51472 ssh2
127.0.0.1,2025-06-20T03:09:04.472306-04:00 kali sshd-session[4251]: Failed password for root from 127.0.0.1 port 51482 ssh2
127.0.0.1,2025-06-20T03:09:06.930525-04:00 kali sshd-session[4257]: Failed password for root from 127.0.0.1 port 51510 ssh2
127.0.0.1,2025-06-20T03:09:07.428478-04:00 kali sshd-session[4255]: Failed password for root from 127.0.0.1 port 51494 ssh2
127.0.0.1,2025-06-20T03:09:08.524553-04:00 kali sshd-session[4251]: Failed password for root from 127.0.0.1 port 51482 ssh2
127.0.0.1,2025-06-20T03:09:10.743087-04:00 kali sshd-session[4251]: Failed password for root from 127.0.0.1 port 51482 ssh2
127.0.0.1,2025-06-20T03:09:11.790802-04:00 kali sshd-session[4257]: Failed password for root from 127.0.0.1 port 51510 ssh2
192.168.1.5,2025-06-20T03:09:17.037383-04:00 kali sshd-session[4508]: Failed password for root from 192.168.1.5 port 60780 ssh2
192.168.1.5,2025-06-20T03:09:17.218502-04:00 kali sshd-session[4504]: Failed password for root from 192.168.1.5 port 60760 ssh2
192.168.1.5,2025-06-20T03:09:17.235330-04:00 kali sshd-session[4503]: Failed password for root from 192.168.1.5 port 60746 ssh2
192.168.1.5,2025-06-20T03:09:17.286641-04:00 kali sshd-session[4513]: Failed password for root from 192.168.1.5 port 60806 ssh2
192.168.1.5,2025-06-20T03:09:17.319487-04:00 kali sshd-session[4520]: Failed password for root from 192.168.1.5 port 60834 ssh2
192.168.1.5,2025-06-20T03:09:17.379413-04:00 kali sshd-session[4515]: Failed password for root from 192.168.1.5 port 60820 ssh2
192.168.1.5,2025-06-20T03:09:17.385830-04:00 kali sshd-session[4517]: Failed password for root from 192.168.1.5 port 60822 ssh2
192.168.1.5,2025-06-20T03:09:17.415945-04:00 kali sshd-session[4502]: Failed password for root from 192.168.1.5 port 60742 ssh2
192.168.1.5,2025-06-20T03:09:17.477766-04:00 kali sshd-session[4512]: Failed password for root from 192.168.1.5 port 60804 ssh2
192.168.1.5,2025-06-20T03:09:17.557328-04:00 kali sshd-session[4506]: Failed password for root from 192.168.1.5 port 60778 ssh2
192.168.1.5,2025-06-20T03:09:17.681500-04:00 kali sshd-session[4510]: Failed password for root from 192.168.1.5 port 60796 ssh2
192.168.1.5,2025-06-20T03:09:17.690691-04:00 kali sshd-session[4521]: Failed password for root from 192.168.1.5 port 60870 ssh2
192.168.1.5,2025-06-20T03:09:17.851007-04:00 kali sshd-session[4505]: Failed password for root from 192.168.1.5 port 60764 ssh2
192.168.1.5,2025-06-20T03:09:20.252268-04:00 kali sshd-session[4504]: Failed password for root from 192.168.1.5 port 60760 ssh2
192.168.1.5,2025-06-20T03:09:20.497836-04:00 kali sshd-session[4512]: Failed password for root from 192.168.1.5 port 60804 ssh2
192.168.1.5,2025-06-20T03:09:20.630929-04:00 kali sshd-session[4502]: Failed password for root from 192.168.1.5 port 60742 ssh2
192.168.1.5,2025-06-20T03:09:20.687303-04:00 kali sshd-session[4503]: Failed password for root from 192.168.1.5 port 60746 ssh2
192.168.1.5,2025-06-20T03:09:20.731102-04:00 kali sshd-session[4506]: Failed password for root from 192.168.1.5 port 60778 ssh2
192.168.1.5,2025-06-20T03:09:20.747825-04:00 kali sshd-session[4505]: Failed password for root from 192.168.1.5 port 60764 ssh2
192.168.1.5,2025-06-20T03:09:20.795435-04:00 kali sshd-session[4508]: Failed password for root from 192.168.1.5 port 60780 ssh2
192.168.1.5,2025-06-20T03:09:20.882816-04:00 kali sshd-session[4515]: Failed password for root from 192.168.1.5 port 60820 ssh2
192.168.1.5,2025-06-20T03:09:20.971246-04:00 kali sshd-session[4510]: Failed password for root from 192.168.1.5 port 60796 ssh2
192.168.1.5,2025-06-20T03:09:21.268520-04:00 kali sshd-session[4520]: Failed password for root from 192.168.1.5 port 60834 ssh2
192.168.1.5,2025-06-20T03:09:21.276460-04:00 kali sshd-session[4521]: Failed password for root from 192.168.1.5 port 60870 ssh2
192.168.1.5,2025-06-20T03:09:21.385958-04:00 kali sshd-session[4517]: Failed password for root from 192.168.1.5 port 60822 ssh2
192.168.1.5,2025-06-20T03:09:21.719302-04:00 kali sshd-session[4513]: Failed password for root from 192.168.1.5 port 60806 ssh2
192.168.1.5,2025-06-20T03:09:22.898162-04:00 kali sshd-session[4508]: Failed password for root from 192.168.1.5 port 60780 ssh2
192.168.1.5,2025-06-20T03:09:22.954728-04:00 kali sshd-session[4506]: Failed password for root from 192.168.1.5 port 60778 ssh2
192.168.1.5,2025-06-20T03:09:22.961074-04:00 kali sshd-session[4503]: Failed password for root from 192.168.1.5 port 60746 ssh2
192.168.1.5,2025-06-20T03:09:23.258876-04:00 kali sshd-session[4515]: Failed password for root from 192.168.1.5 port 60820 ssh2
192.168.1.5,2025-06-20T03:09:23.293053-04:00 kali sshd-session[4502]: Failed password for root from 192.168.1.5 port 60742 ssh2
192.168.1.5,2025-06-20T03:09:23.468614-04:00 kali sshd-session[4504]: Failed password for root from 192.168.1.5 port 60760 ssh2
192.168.1.5,2025-06-20T03:09:23.606412-04:00 kali sshd-session[4512]: Failed password for root from 192.168.1.5 port 60804 ssh2
192.168.1.5,2025-06-20T03:09:23.674721-04:00 kali sshd-session[4505]: Failed password for root from 192.168.1.5 port 60764 ssh2
192.168.1.5,2025-06-20T03:09:23.750517-04:00 kali sshd-session[4520]: Failed password for root from 192.168.1.5 port 60834 ssh2
192.168.1.5,2025-06-20T03:09:23.827186-04:00 kali sshd-session[4521]: Failed password for root from 192.168.1.5 port 60870 ssh2
192.168.1.5,2025-06-20T03:09:23.949102-04:00 kali sshd-session[4510]: Failed password for root from 192.168.1.5 port 60796 ssh2
192.168.1.5,2025-06-20T03:09:24.878390-04:00 kali sshd-session[4503]: Failed password for root from 192.168.1.5 port 60746 ssh2
192.168.1.5,2025-06-20T03:09:25.151865-04:00 kali sshd-session[4513]: Failed password for root from 192.168.1.5 port 60806 ssh2
192.168.1.5,2025-06-20T03:09:25.277099-04:00 kali sshd-session[4515]: Failed password for root from 192.168.1.5 port 60820 ssh2
192.168.1.5,2025-06-20T03:09:25.293156-04:00 kali sshd-session[4508]: Failed password for root from 192.168.1.5 port 60780 ssh2
192.168.1.5,2025-06-20T03:09:25.927511-04:00 kali sshd-session[4506]: Failed password for root from 192.168.1.5 port 60778 ssh2
192.168.1.5,2025-06-20T03:09:26.088276-04:00 kali sshd-session[4517]: Failed password for root from 192.168.1.5 port 60822 ssh2
192.168.1.5,2025-06-20T03:09:26.383978-04:00 kali sshd-session[4521]: Failed password for root from 192.168.1.5 port 60870 ssh2
192.168.1.5,2025-06-20T03:09:27.456340-04:00 kali sshd-session[4505]: Failed password for root from 192.168.1.5 port 60764 ssh2
192.168.1.5,2025-06-20T03:09:27.546145-04:00 kali sshd-session[4502]: Failed password for root from 192.168.1.5 port 60742 ssh2
192.168.1.5,2025-06-20T03:09:27.776562-04:00 kali sshd-session[4513]: Failed password for root from 192.168.1.5 port 60806 ssh2
192.168.1.5,2025-06-20T03:09:27.785544-04:00 kali sshd-session[4504]: Failed password for root from 192.168.1.5 port 60760 ssh2
192.168.1.5,2025-06-20T03:09:27.835905-04:00 kali sshd-session[4508]: Failed password for root from 192.168.1.5 port 60780 ssh2
192.168.1.5,2025-06-20T03:09:27.990575-04:00 kali sshd-session[4503]: Failed password for root from 192.168.1.5 port 60746 ssh2
192.168.1.5,2025-06-20T03:09:28.086618-04:00 kali sshd-session[4510]: Failed password for root from 192.168.1.5 port 60796 ssh2
192.168.1.5,2025-06-20T03:09:28.173990-04:00 kali sshd-session[4512]: Failed password for root from 192.168.1.5 port 60804 ssh2
192.168.1.5,2025-06-20T03:09:28.263502-04:00 kali sshd-session[4520]: Failed password for root from 192.168.1.5 port 60834 ssh2
192.168.1.5,2025-06-20T03:09:28.274820-04:00 kali sshd-session[4515]: Failed password for root from 192.168.1.5 port 60820 ssh2
192.168.1.5,2025-06-20T03:09:29.941892-04:00 kali sshd-session[4508]: Failed password for root from 192.168.1.5 port 60780 ssh2
192.168.1.5,2025-06-20T03:09:29.957669-04:00 kali sshd-session[4521]: Failed password for root from 192.168.1.5 port 60870 ssh2
192.168.1.5,2025-06-20T03:09:29.966427-04:00 kali sshd-session[4505]: Failed password for root from 192.168.1.5 port 60764 ssh2
192.168.1.5,2025-06-20T03:09:30.035824-04:00 kali sshd-session[4506]: Failed password for root from 192.168.1.5 port 60778 ssh2
192.168.1.5,2025-06-20T03:09:30.090603-04:00 kali sshd-session[4520]: Failed password for root from 192.168.1.5 port 60834 ssh2
192.168.1.5,2025-06-20T03:09:30.150124-04:00 kali sshd-session[4510]: Failed password for root from 192.168.1.5 port 60796 ssh2
192.168.1.5,2025-06-20T03:09:30.210418-04:00 kali sshd-session[4517]: Failed password for root from 192.168.1.5 port 60822 ssh2
192.168.1.5,2025-06-20T03:09:30.430593-04:00 kali sshd-session[4502]: Failed password for root from 192.168.1.5 port 60742 ssh2
192.168.1.5,2025-06-20T03:09:30.635739-04:00 kali sshd-session[4504]: Failed password for root from 192.168.1.5 port 60760 ssh2
192.168.1.5,2025-06-20T03:09:30.710487-04:00 kali sshd-session[4513]: Failed password for root from 192.168.1.5 port 60806 ssh2
192.168.1.5,2025-06-20T03:09:32.247230-04:00 kali sshd-session[4505]: Failed password for root from 192.168.1.5 port 60764 ssh2
192.168.1.5,2025-06-20T03:09:32.502658-04:00 kali sshd-session[4512]: Failed password for root from 192.168.1.5 port 60804 ssh2
192.168.1.5,2025-06-20T03:09:32.568052-04:00 kali sshd-session[4506]: Failed password for root from 192.168.1.5 port 60778 ssh2
192.168.1.5,2025-06-20T03:09:32.654211-04:00 kali sshd-session[4510]: Failed password for root from 192.168.1.5 port 60796 ssh2
192.168.1.5,2025-06-20T03:09:32.942851-04:00 kali sshd-session[4515]: Failed password for root from 192.168.1.5 port 60820 ssh2
192.168.1.5,2025-06-20T03:09:32.951883-04:00 kali sshd-session[4503]: Failed password for root from 192.168.1.5 port 60746 ssh2
192.168.1.5,2025-06-20T03:09:32.970694-04:00 kali sshd-session[4706]: Failed password for root from 192.168.1.5 port 59262 ssh2
192.168.1.5,2025-06-20T03:09:33.155122-04:00 kali sshd-session[4521]: Failed password for root from 192.168.1.5 port 60870 ssh2
192.168.1.5,2025-06-20T03:09:33.235513-04:00 kali sshd-session[4517]: Failed password for root from 192.168.1.5 port 60822 ssh2
192.168.1.5,2025-06-20T03:09:33.341968-04:00 kali sshd-session[4520]: Failed password for root from 192.168.1.5 port 60834 ssh2
192.168.1.5,2025-06-20T03:09:34.571754-04:00 kali sshd-session[4504]: Failed password for root from 192.168.1.5 port 60760 ssh2
192.168.1.5,2025-06-20T03:09:34.603262-04:00 kali sshd-session[4740]: Failed password for root from 192.168.1.5 port 53518 ssh2
192.168.1.5,2025-06-20T03:09:34.650300-04:00 kali sshd-session[4502]: Failed password for root from 192.168.1.5 port 60742 ssh2
192.168.1.5,2025-06-20T03:09:34.915666-04:00 kali sshd-session[4749]: Failed password for root from 192.168.1.5 port 53524 ssh2
192.168.1.5,2025-06-20T03:09:34.916576-04:00 kali sshd-session[4512]: Failed password for root from 192.168.1.5 port 60804 ssh2
192.168.1.5,2025-06-20T03:09:35.188423-04:00 kali sshd-session[4745]: Failed password for root from 192.168.1.5 port 53522 ssh2
192.168.1.5,2025-06-20T03:09:35.511162-04:00 kali sshd-session[4513]: Failed password for root from 192.168.1.5 port 60806 ssh2
192.168.1.5,2025-06-20T03:09:37.472480-04:00 kali sshd-session[4740]: Failed password for root from 192.168.1.5 port 53518 ssh2
192.168.1.5,2025-06-20T03:09:37.951938-04:00 kali sshd-session[4749]: Failed password for root from 192.168.1.5 port 53524 ssh2
192.168.1.5,2025-06-20T03:09:38.569565-04:00 kali sshd-session[4706]: Failed password for root from 192.168.1.5 port 59262 ssh2
192.168.1.5,2025-06-20T03:09:38.819296-04:00 kali sshd-session[4517]: Failed password for root from 192.168.1.5 port 60822 ssh2
192.168.1.5,2025-06-20T03:09:39.573645-04:00 kali sshd-session[4745]: Failed password for root from 192.168.1.5 port 53522 ssh2
192.168.1.5,2025-06-20T03:09:41.334366-04:00 kali sshd-session[4745]: Failed password for root from 192.168.1.5 port 53522 ssh2
192.168.1.5,2025-06-20T03:09:41.370561-04:00 kali sshd-session[4706]: Failed password for root from 192.168.1.5 port 59262 ssh2
192.168.1.5,2025-06-20T03:09:41.947404-04:00 kali sshd-session[4740]: Failed password for root from 192.168.1.5 port 53518 ssh2
192.168.1.5,2025-06-20T03:09:42.129546-04:00 kali sshd-session[4749]: Failed password for root from 192.168.1.5 port 53524 ssh2
192.168.1.5,2025-06-20T03:09:43.497267-04:00 kali sshd-session[4745]: Failed password for root from 192.168.1.5 port 53522 ssh2
192.168.1.5,2025-06-20T03:09:43.768962-04:00 kali sshd-session[4706]: Failed password for root from 192.168.1.5 port 59262 ssh2
192.168.1.5,2025-06-20T03:09:44.034263-04:00 kali sshd-session[4740]: Failed password for root from 192.168.1.5 port 53518 ssh2
192.168.1.5,2025-06-20T03:09:44.425804-04:00 kali sshd-session[4749]: Failed password for root from 192.168.1.5 port 53524 ssh2
192.168.1.5,2025-06-20T03:09:45.791772-04:00 kali sshd-session[4745]: Failed password for root from 192.168.1.5 port 53522 ssh2
192.168.1.5,2025-06-20T03:09:46.173285-04:00 kali sshd-session[4740]: Failed password for root from 192.168.1.5 port 53518 ssh2
192.168.1.5,2025-06-20T03:09:46.439447-04:00 kali sshd-session[4749]: Failed password for root from 192.168.1.5 port 53524 ssh2
192.168.1.5,2025-06-20T03:09:46.599108-04:00 kali sshd-session[4706]: Failed password for root from 192.168.1.5 port 59262 ssh2
192.168.1.5,2025-06-20T03:09:48.542995-04:00 kali sshd-session[4745]: Failed password for root from 192.168.1.5 port 53522 ssh2
192.168.1.5,2025-06-20T03:09:48.871950-04:00 kali sshd-session[4706]: Failed password for root from 192.168.1.5 port 59262 ssh2
192.168.1.5,2025-06-20T03:09:48.875643-04:00 kali sshd-session[4749]: Failed password for root from 192.168.1.5 port 53524 ssh2
192.168.1.5,2025-06-20T03:09:49.131573-04:00 kali sshd-session[4740]: Failed password for root from 192.168.1.5 port 53518 ssh2
